año;fluencia medida;fluencia calculada;uno menos gamma index
2019;1.3.6.1.4.1.9590.100.1.2.302202294413273435706254424770048573925;1.3.6.1.4.1.9590.100.1.2.59039948513051593041537959712526904960;0.92544
2019;1.3.6.1.4.1.9590.100.1.2.362954633810639543801129880762489335803;1.3.6.1.4.1.9590.100.1.2.368381759213289851620800142701802460115;0.21238
2019;1.3.6.1.4.1.9590.100.1.2.406035562211517067105143517620109627902;1.3.6.1.4.1.9590.100.1.2.318623678911956521000906932942449085317;0.034022
2019;1.3.6.1.4.1.9590.100.1.2.409131409612772078137880692780873761939;1.3.6.1.4.1.9590.100.1.2.115613102212390710105411920943339242542;0.0020818
2019;1.3.6.1.4.1.9590.100.1.2.135951099910828420612340059041684788011;1.3.6.1.4.1.9590.100.1.2.276939911810403744526938508113849747746;0.0039665
2019;1.3.6.1.4.1.9590.100.1.2.162700352811441528827642814921250609697;1.3.6.1.4.1.9590.100.1.2.374369276611217881818606209654068345208;0.42005
2019;1.3.6.1.4.1.9590.100.1.2.169685793112936685435142224930511570933;1.3.6.1.4.1.9590.100.1.2.212167821911296698933939040342629309811;0.11121
2019;1.3.6.1.4.1.9590.100.1.2.291885843311653450011069520833188427203;1.3.6.1.4.1.9590.100.1.2.397264184713803980006158378400886537018;0
2019;1.3.6.1.4.1.9590.100.1.2.395406583511297172733105663243258673937;1.3.6.1.4.1.9590.100.1.2.259597633211523043413991512700339506223;0.030823
2019;1.3.6.1.4.1.9590.100.1.2.428908145412467455733216311611634708720;1.3.6.1.4.1.9590.100.1.2.136439420813115744902238701370275262874;0.018419
2019;1.3.6.1.4.1.9590.100.1.2.67974102612817692001460315053911915455;1.3.6.1.4.1.9590.100.1.2.403842160612043613804519515062995088237;0.10695
2019;1.3.6.1.4.1.9590.100.1.2.108201082012443096636643846651940161111;1.3.6.1.4.1.9590.100.1.2.255649556912456195926103625111244002235;0.17749
2019;1.3.6.1.4.1.9590.100.1.2.109757696412789345410692046663669358062;1.3.6.1.4.1.9590.100.1.2.96774423912825394210941761821706096017;0.19011
2019;1.3.6.1.4.1.9590.100.1.2.114777428713798752229855149110848771045;1.3.6.1.4.1.9590.100.1.2.339758109712580696225184685301924850191;0.03651
2019;1.3.6.1.4.1.9590.100.1.2.210445192212285845239873740040903120894;1.3.6.1.4.1.9590.100.1.2.165915866811855959429701167501978482972;0.24675
2019;1.3.6.1.4.1.9590.100.1.2.256231975211510680505813014023939383762;1.3.6.1.4.1.9590.100.1.2.187250976012621092525978613011522657471;0
2019;1.3.6.1.4.1.9590.100.1.2.263582829812934457409811954100538425535;1.3.6.1.4.1.9590.100.1.2.289158198011615428930424954091570544959;0.0065381
2019;1.3.6.1.4.1.9590.100.1.2.28418329812910843608456470343909774298;1.3.6.1.4.1.9590.100.1.2.164619953411431035215701623543938626737;0.011807
2019;1.3.6.1.4.1.9590.100.1.2.331536647612691385730599233753008582883;1.3.6.1.4.1.9590.100.1.2.80879782311390246613429930583975303044;0.089505
2019;1.3.6.1.4.1.9590.100.1.2.421829596311807898528580801893533088447;1.3.6.1.4.1.9590.100.1.2.19703070311130271330064355113447802261;0.06083
2019;1.3.6.1.4.1.9590.100.1.2.56342358711696993516562259590696669063;1.3.6.1.4.1.9590.100.1.2.26930066012094880714466303130573658056;0.11895
2019;1.3.6.1.4.1.9590.100.1.2.72543718911564662018360905480928640065;1.3.6.1.4.1.9590.100.1.2.143180860212485170336515350362274054232;0.076351
2019;1.3.6.1.4.1.9590.100.1.2.86880360710537091509043155811967872714;1.3.6.1.4.1.9590.100.1.2.108679632811195487131681468242834290089;0.070686
2019;1.3.6.1.4.1.9590.100.1.2.118113008912050115619343221000966718858;1.3.6.1.4.1.9590.100.1.2.238111572911283815131644033452504952182;0
2019;1.3.6.1.4.1.9590.100.1.2.144256080412082548123386141692596807862;1.3.6.1.4.1.9590.100.1.2.26131427811984042830696488213029469606;0.42714
2019;1.3.6.1.4.1.9590.100.1.2.149037585212909986401659974563136916052;1.3.6.1.4.1.9590.100.1.2.374601009813986915430915247721510836154;0
2019;1.3.6.1.4.1.9590.100.1.2.155352363410471015027000439472939245474;1.3.6.1.4.1.9590.100.1.2.227984664013432398631860156764187530530;0
2019;1.3.6.1.4.1.9590.100.1.2.196472234912745207323492929890173777576;1.3.6.1.4.1.9590.100.1.2.290074839411001727842218098143430855483;0.16581
2019;1.3.6.1.4.1.9590.100.1.2.199629646612515021712388793923410884873;1.3.6.1.4.1.9590.100.1.2.143482028911290426631627936141428586829;0
2019;1.3.6.1.4.1.9590.100.1.2.219329512812393970441116386693586460369;1.3.6.1.4.1.9590.100.1.2.222818301512105182612741193543884881460;0.13658
2019;1.3.6.1.4.1.9590.100.1.2.288031029813479088210928206352584384883;1.3.6.1.4.1.9590.100.1.2.160292427512805833328766230260466863787;0
2019;1.3.6.1.4.1.9590.100.1.2.315203560610223567931537204663624485362;1.3.6.1.4.1.9590.100.1.2.282573010111775352529663640933002170675;0.10282
2019;1.3.6.1.4.1.9590.100.1.2.380407769811130247834522758443443485416;1.3.6.1.4.1.9590.100.1.2.191320159612858005603054122821266519239;0
2019;1.3.6.1.4.1.9590.100.1.2.408229358911847976302159097852510220290;1.3.6.1.4.1.9590.100.1.2.65431276712359542604804123344227178965;0
2019;1.3.6.1.4.1.9590.100.1.2.52755433512139660610620542852186571525;1.3.6.1.4.1.9590.100.1.2.301147120111792174226321760471991915291;0.029754
2019;1.3.6.1.4.1.9590.100.1.2.6006856412971499706246450420979828990;1.3.6.1.4.1.9590.100.1.2.56985903012810613027401319980827259904;0
2019;1.3.6.1.4.1.9590.100.1.2.77264324113730782501097340530527895601;1.3.6.1.4.1.9590.100.1.2.294559076812166483331500888731672640123;0
2019;1.3.6.1.4.1.9590.100.1.2.112312846511665047306762366794206678061;1.3.6.1.4.1.9590.100.1.2.92363000112801627214361982941547142974;0.075188
2019;1.3.6.1.4.1.9590.100.1.2.213789818911943669517669669640291658689;1.3.6.1.4.1.9590.100.1.2.52561540911999622732759704462687667525;16.704
2019;1.3.6.1.4.1.9590.100.1.2.232877070912988874925259874810021728313;1.3.6.1.4.1.9590.100.1.2.423099529311957748041827421891000555321;14.4958
2019;1.3.6.1.4.1.9590.100.1.2.272709028112462760539691680361553689734;1.3.6.1.4.1.9590.100.1.2.30435397411944354839234361872148201317;3.1808
2019;1.3.6.1.4.1.9590.100.1.2.278595669113972568901221372482655413794;1.3.6.1.4.1.9590.100.1.2.399258947411504014820032395551740300875;4.5837
2019;1.3.6.1.4.1.9590.100.1.2.287650874410226554825698958183385128842;1.3.6.1.4.1.9590.100.1.2.31097713912037800821104099120322340848;18.547
2019;1.3.6.1.4.1.9590.100.1.2.298202012311589379914930495330998197597;1.3.6.1.4.1.9590.100.1.2.138995107010902295520048239420497255145;20.2151
2019;1.3.6.1.4.1.9590.100.1.2.318324413311268784612451283782492749417;1.3.6.1.4.1.9590.100.1.2.142001843510153122106370796882884264806;7.9722
2019;1.3.6.1.4.1.9590.100.1.2.320630345712801485442321537812861396678;1.3.6.1.4.1.9590.100.1.2.294388822612110677626191154161913596773;0
2019;1.3.6.1.4.1.9590.100.1.2.35622460613560083521713530141461716423;1.3.6.1.4.1.9590.100.1.2.97951385711553851416123918242644559547;0
2019;1.3.6.1.4.1.9590.100.1.2.382684024211619135336456759193290184913;1.3.6.1.4.1.9590.100.1.2.142890262712317079337934322300781837335;31.4663
2019;1.3.6.1.4.1.9590.100.1.2.408192818712332463742917905112774366215;1.3.6.1.4.1.9590.100.1.2.158812604612901269800355754613013180437;2.806
2019;1.3.6.1.4.1.9590.100.1.2.421435707912448639828627065792123062238;1.3.6.1.4.1.9590.100.1.2.421358175312188729730666021490877555246;0.01432
2019;1.3.6.1.4.1.9590.100.1.2.6743250013137990736264510752810648296;1.3.6.1.4.1.9590.100.1.2.344587269511219049108414114971868804072;0.031811
2019;1.3.6.1.4.1.9590.100.1.2.70423949511058661422745982913067713832;1.3.6.1.4.1.9590.100.1.2.164729320811101971039682400422245259764;0
2019;1.3.6.1.4.1.9590.100.1.2.130421950610612592101825373942202142506;1.3.6.1.4.1.9590.100.1.2.284383575311302956415197817984064129467;0.093752
2019;1.3.6.1.4.1.9590.100.1.2.138023064910003818525899713660877729858;1.3.6.1.4.1.9590.100.1.2.248264516212304549504343387153952411707;0.5732
2019;1.3.6.1.4.1.9590.100.1.2.21424355811110255840914840714273812059;1.3.6.1.4.1.9590.100.1.2.307577484411637199912855980973857606103;0.29541
2019;1.3.6.1.4.1.9590.100.1.2.220574455512407737413450756061661478130;1.3.6.1.4.1.9590.100.1.2.167886485812211644307548525371846598181;0.03255
2019;1.3.6.1.4.1.9590.100.1.2.260466914411283396608361381123837190578;1.3.6.1.4.1.9590.100.1.2.315880709711630845136429520662253973757;0.089715
2019;1.3.6.1.4.1.9590.100.1.2.276938905712115362115711026152322272759;1.3.6.1.4.1.9590.100.1.2.30432565512166232332397042522801501267;0
2019;1.3.6.1.4.1.9590.100.1.2.312194539113252105308807568903289121799;1.3.6.1.4.1.9590.100.1.2.58940887811249262840968229263151397184;0.077386
2019;1.3.6.1.4.1.9590.100.1.2.320449994211834083134684924400579973751;1.3.6.1.4.1.9590.100.1.2.251783883112582096513597210903504776410;0.53362
2019;1.3.6.1.4.1.9590.100.1.2.329909264212961089432465309781800128693;1.3.6.1.4.1.9590.100.1.2.34939092911266569324657553161618469289;0
2019;1.3.6.1.4.1.9590.100.1.2.339297913411221784036646903200018846235;1.3.6.1.4.1.9590.100.1.2.232038036311336159208706899371155385519;0
2019;1.3.6.1.4.1.9590.100.1.2.340848374212511003040346553822299047408;1.3.6.1.4.1.9590.100.1.2.407367328913764839318927917202345834938;0.22444
2019;1.3.6.1.4.1.9590.100.1.2.352145493312408030934843829002747023148;1.3.6.1.4.1.9590.100.1.2.263421280211371840105287594372667508464;0
2019;1.3.6.1.4.1.9590.100.1.2.99520399811622234419023758673128280722;1.3.6.1.4.1.9590.100.1.2.347670172911716363132127244012587104896;0.60904
2019;1.3.6.1.4.1.9590.100.1.2.105258278512167620121828520113842737181;1.3.6.1.4.1.9590.100.1.2.251624879111127024515008997334264476252;0.65754
2019;1.3.6.1.4.1.9590.100.1.2.143754200211564211734061369822089737598;1.3.6.1.4.1.9590.100.1.2.235864505910626773617958503831681906435;0.084633
2019;1.3.6.1.4.1.9590.100.1.2.160618009012423228912542304052180843682;1.3.6.1.4.1.9590.100.1.2.236310694411016252531920119620881368198;0
2019;1.3.6.1.4.1.9590.100.1.2.168855166011122486226048127260216479392;1.3.6.1.4.1.9590.100.1.2.271369277711724500906169806130972378514;0.089362
2019;1.3.6.1.4.1.9590.100.1.2.175961891612992631209655118240669282296;1.3.6.1.4.1.9590.100.1.2.340389972211195706301039814720043704307;0
2019;1.3.6.1.4.1.9590.100.1.2.205074084613104112110563334924275100556;1.3.6.1.4.1.9590.100.1.2.380555110912842399232907787550707881380;0.10222
2019;1.3.6.1.4.1.9590.100.1.2.215932299412339215018432429254252227953;1.3.6.1.4.1.9590.100.1.2.162559657812783279213772745022130454525;0.66621
2019;1.3.6.1.4.1.9590.100.1.2.303384329612599749606052855540061196767;1.3.6.1.4.1.9590.100.1.2.389154073611004386300149410611905397610;0.23896
2019;1.3.6.1.4.1.9590.100.1.2.305763492712052246501633529632003351276;1.3.6.1.4.1.9590.100.1.2.418051633612671613841101024353667686862;0.0042187
2019;1.3.6.1.4.1.9590.100.1.2.314248722812799097134277557083605280416;1.3.6.1.4.1.9590.100.1.2.394528777811070937930131454942877360116;0.16498
2019;1.3.6.1.4.1.9590.100.1.2.54789169210616168713675608433544039066;1.3.6.1.4.1.9590.100.1.2.19916910912406463931304206702234786289;0.11929
2019;1.3.6.1.4.1.9590.100.1.2.75637131013054876916930610393334348393;1.3.6.1.4.1.9590.100.1.2.146711058613260400702689417182336590895;0
2019;1.3.6.1.4.1.9590.100.1.2.161519179211961597142373505360863814988;1.3.6.1.4.1.9590.100.1.2.234290775612282847021086191933277297258;0.18093
2019;1.3.6.1.4.1.9590.100.1.2.243084419011689260504939532063563355676;1.3.6.1.4.1.9590.100.1.2.181399540212561260709301103721251417396;0.076392
2019;1.3.6.1.4.1.9590.100.1.2.290906244211346694233723649642254360675;1.3.6.1.4.1.9590.100.1.2.346945190910445567827071333303792605129;0
2019;1.3.6.1.4.1.9590.100.1.2.314953708411172766939213334380624017224;1.3.6.1.4.1.9590.100.1.2.392429004411827300606446672920772434485;0.29994
2019;1.3.6.1.4.1.9590.100.1.2.334571196410198842741502291211071184202;1.3.6.1.4.1.9590.100.1.2.12096321812006117238994279750213980380;0.31352
2019;1.3.6.1.4.1.9590.100.1.2.50831031511137850305944377662573940959;1.3.6.1.4.1.9590.100.1.2.228763318112316027424341886830792782098;0
2019;1.3.6.1.4.1.9590.100.1.2.86840975011194301501122229080932498270;1.3.6.1.4.1.9590.100.1.2.145519864111780130341007732742709436024;0.0071083
2019;1.3.6.1.4.1.9590.100.1.2.103625591411802927001318468442361991816;1.3.6.1.4.1.9590.100.1.2.268018217512786899924190196633999192246;0.056567
2019;1.3.6.1.4.1.9590.100.1.2.113053309011560988725778356532190487711;1.3.6.1.4.1.9590.100.1.2.368133683712908364031601140770552047594;0.011892
2019;1.3.6.1.4.1.9590.100.1.2.114269087611036827000608444182029383099;1.3.6.1.4.1.9590.100.1.2.158089885111336870312811818361132664077;0.11389
2019;1.3.6.1.4.1.9590.100.1.2.126422442511370151201093626201936592114;1.3.6.1.4.1.9590.100.1.2.130355908712030005604297017773078674443;0.027273
2019;1.3.6.1.4.1.9590.100.1.2.240155864911217855532387449653153109845;1.3.6.1.4.1.9590.100.1.2.19242477511551678309309101351882561138;0
2019;1.3.6.1.4.1.9590.100.1.2.268323143113474314140525247182927422189;1.3.6.1.4.1.9590.100.1.2.175726237011552993422149436492324215119;0.0040497
2019;1.3.6.1.4.1.9590.100.1.2.350788182013647132704974424953869400252;1.3.6.1.4.1.9590.100.1.2.398626569211783224714541974343112103916;0.10024
2019;1.3.6.1.4.1.9590.100.1.2.124768441010847826221353283983485470128;1.3.6.1.4.1.9590.100.1.2.419453867413109104404921371411845248530;0.17547
2019;1.3.6.1.4.1.9590.100.1.2.127388004112162059639318514472772691767;1.3.6.1.4.1.9590.100.1.2.169854230610987436640117618061380748338;0.070401
2019;1.3.6.1.4.1.9590.100.1.2.128824039811777184015178553980546372478;1.3.6.1.4.1.9590.100.1.2.389638719912136117410879658661560646492;0.015737
2019;1.3.6.1.4.1.9590.100.1.2.143084299312799439634286870060717185112;1.3.6.1.4.1.9590.100.1.2.184583061711685457520542842102561143577;0.12043
2019;1.3.6.1.4.1.9590.100.1.2.144020059211865013100404276920900939794;1.3.6.1.4.1.9590.100.1.2.423178470113535727815288006461057855401;0
2019;1.3.6.1.4.1.9590.100.1.2.155227817211615162136629272593962133782;1.3.6.1.4.1.9590.100.1.2.357130616713744861334126878060166512747;0.45417
2019;1.3.6.1.4.1.9590.100.1.2.1716538411724766741783308102017982333;1.3.6.1.4.1.9590.100.1.2.250376878312388796641939908231081547653;0
2019;1.3.6.1.4.1.9590.100.1.2.179054787011572404413628008111379511512;1.3.6.1.4.1.9590.100.1.2.406647465911234167137030035490464144230;0.032622
2019;1.3.6.1.4.1.9590.100.1.2.184175913711950461740528764281936220362;1.3.6.1.4.1.9590.100.1.2.189467082411515530729202426160925703925;2.5261
2019;1.3.6.1.4.1.9590.100.1.2.26324347113878166113325592790650793799;1.3.6.1.4.1.9590.100.1.2.205970302310873879719094017661838646468;0.059577
2019;1.3.6.1.4.1.9590.100.1.2.29858878711150369122235956840922545060;1.3.6.1.4.1.9590.100.1.2.211191215711040593314709684881037047017;0
2019;1.3.6.1.4.1.9590.100.1.2.336685247113565375207213467370589565307;1.3.6.1.4.1.9590.100.1.2.359337042111711731836028816743123089786;0.090879
2019;1.3.6.1.4.1.9590.100.1.2.362231921711840206032047942840908969874;1.3.6.1.4.1.9590.100.1.2.368880943510602529640305903470806003722;0.17781
2019;1.3.6.1.4.1.9590.100.1.2.776239711735710216097325223031771694;1.3.6.1.4.1.9590.100.1.2.69242483112173349919637451772927048781;0
2019;1.3.6.1.4.1.9590.100.1.2.87803667111611522435238737104081671342;1.3.6.1.4.1.9590.100.1.2.138554130111065475311830506851985830562;0.010906
2019;1.3.6.1.4.1.9590.100.1.2.9071446611204315227548491620280649030;1.3.6.1.4.1.9590.100.1.2.184325774313550433823731700703090544610;0.081574
2019;1.3.6.1.4.1.9590.100.1.2.203986799311874687908937747351578116733;1.3.6.1.4.1.9590.100.1.2.45147786611566709314245185564174042357;0.99167
2019;1.3.6.1.4.1.9590.100.1.2.261136137110478101423607645690774666159;1.3.6.1.4.1.9590.100.1.2.160130048211302988704204834754149123519;0.22715
2019;1.3.6.1.4.1.9590.100.1.2.267701284213747684013207044340964480958;1.3.6.1.4.1.9590.100.1.2.307107771211012512800844901450965016354;1.8096
2019;1.3.6.1.4.1.9590.100.1.2.284310690010714404300966739371221519502;1.3.6.1.4.1.9590.100.1.2.181060686111732486806422219980476594952;0.10965
2019;1.3.6.1.4.1.9590.100.1.2.353624413810002216336439192683680898301;1.3.6.1.4.1.9590.100.1.2.279198008312103160735131196711609873487;1.7151
2019;1.3.6.1.4.1.9590.100.1.2.115751658811663656912906715031540945348;1.3.6.1.4.1.9590.100.1.2.60758318712389663105678575603291918573;0.063862
2019;1.3.6.1.4.1.9590.100.1.2.130293167512961802725342255373930379406;1.3.6.1.4.1.9590.100.1.2.423040949511850702741830206873567387320;1.1106
2019;1.3.6.1.4.1.9590.100.1.2.188327269510402277230346477003098046687;1.3.6.1.4.1.9590.100.1.2.379505825012295642933902857452843777379;0.80846
2019;1.3.6.1.4.1.9590.100.1.2.196888886012244791534544057720863686774;1.3.6.1.4.1.9590.100.1.2.253444764711896447831749101333090780839;0.1074
2019;1.3.6.1.4.1.9590.100.1.2.265073535011642269838669823312298901234;1.3.6.1.4.1.9590.100.1.2.429414546612834608103692904172592836336;0.13284
2019;1.3.6.1.4.1.9590.100.1.2.289082771611453717821376457482852260238;1.3.6.1.4.1.9590.100.1.2.107414128810865325038554464603214278304;0.40029
2019;1.3.6.1.4.1.9590.100.1.2.376967794512238478934360214273913618762;1.3.6.1.4.1.9590.100.1.2.62647612113399006612250348932715412484;0.8903
2019;1.3.6.1.4.1.9590.100.1.2.101115858113691109726254578512696701850;1.3.6.1.4.1.9590.100.1.2.186557992912035364114661951191674824691;0.085374
2019;1.3.6.1.4.1.9590.100.1.2.127611810212290496012506461742298370142;1.3.6.1.4.1.9590.100.1.2.233875734611957359214747990322592627057;0.19753
2019;1.3.6.1.4.1.9590.100.1.2.188706128411007417914051163172882087195;1.3.6.1.4.1.9590.100.1.2.272747670110770701702001437590556050819;0.37307
2019;1.3.6.1.4.1.9590.100.1.2.195649667711832541527191028580881054105;1.3.6.1.4.1.9590.100.1.2.161873236712451351712069259690764443942;0.0045139
2019;1.3.6.1.4.1.9590.100.1.2.266649271710452410014242228962055856657;1.3.6.1.4.1.9590.100.1.2.329803783511209884927103545742285623994;0.02865
2019;1.3.6.1.4.1.9590.100.1.2.356816760012080699536552761943276849441;1.3.6.1.4.1.9590.100.1.2.138441635210270363910943568933988150498;0.04306
2019;1.3.6.1.4.1.9590.100.1.2.96872581712540887540888871942596869226;1.3.6.1.4.1.9590.100.1.2.68971760213660043007745960302721160075;0
2019;1.3.6.1.4.1.9590.100.1.2.138366728112030133034007745723318512016;1.3.6.1.4.1.9590.100.1.2.394439021110876597404356747580795835450;5.1248
2019;1.3.6.1.4.1.9590.100.1.2.146353560213049245309024741523129469215;1.3.6.1.4.1.9590.100.1.2.125193106010845138531067191240478977266;27.4028
2019;1.3.6.1.4.1.9590.100.1.2.15908511411998078028187578222052515624;1.3.6.1.4.1.9590.100.1.2.12985398811707395108547662142061961313;0
2019;1.3.6.1.4.1.9590.100.1.2.160130739513654547310674105860989213544;1.3.6.1.4.1.9590.100.1.2.171075571412172902829662304132497278023;0
2019;1.3.6.1.4.1.9590.100.1.2.20162950712174207415262552701223089289;1.3.6.1.4.1.9590.100.1.2.48229022712070016318580776163495062711;0.1007
2019;1.3.6.1.4.1.9590.100.1.2.234878149810143452010887433100507786893;1.3.6.1.4.1.9590.100.1.2.210894710213393984308348451023739183015;0.052643
2019;1.3.6.1.4.1.9590.100.1.2.254346264212230245529114574391494676309;1.3.6.1.4.1.9590.100.1.2.38332068910658530130138812780428896795;6.801
2019;1.3.6.1.4.1.9590.100.1.2.328733063910352079820513916582161806633;1.3.6.1.4.1.9590.100.1.2.203227005511308530421123736521417739510;0.024046
2019;1.3.6.1.4.1.9590.100.1.2.354851065111880144619009061672558183521;1.3.6.1.4.1.9590.100.1.2.348532836811126852218795739511012760014;0.058488
2019;1.3.6.1.4.1.9590.100.1.2.357259735412850539022280121833023797851;1.3.6.1.4.1.9590.100.1.2.260305977311478520828797082903975311867;5.3513
2019;1.3.6.1.4.1.9590.100.1.2.363065167912866950710145297111710955635;1.3.6.1.4.1.9590.100.1.2.95674603812617490411043421970375641321;0.095137
2019;1.3.6.1.4.1.9590.100.1.2.373732190213363276140491091640193350087;1.3.6.1.4.1.9590.100.1.2.122429231512756949730381997240701779475;0.093051
2019;1.3.6.1.4.1.9590.100.1.2.37722986510639631433302875450807455791;1.3.6.1.4.1.9590.100.1.2.239139254911376826209145929342760331994;2.4393
2019;1.3.6.1.4.1.9590.100.1.2.381062736212051905600550903671784852774;1.3.6.1.4.1.9590.100.1.2.323704149810401246323461948450081288140;25.3888
2019;1.3.6.1.4.1.9590.100.1.2.400604575211128219614608418762776224567;1.3.6.1.4.1.9590.100.1.2.126292618211096838922244110383967063360;0.054469
2019;1.3.6.1.4.1.9590.100.1.2.419869263311505209115867552170177657616;1.3.6.1.4.1.9590.100.1.2.101222505813043378414095743002481303252;0
2019;1.3.6.1.4.1.9590.100.1.2.89500449513647093524470898492083685465;1.3.6.1.4.1.9590.100.1.2.386778895113081530619703057201421968443;0
2019;1.3.6.1.4.1.9590.100.1.2.120618101712586182039170809872194494302;1.3.6.1.4.1.9590.100.1.2.172527881012888948236938546551417428666;0
2019;1.3.6.1.4.1.9590.100.1.2.137123376112886426612210154260710290147;1.3.6.1.4.1.9590.100.1.2.127184670813551065923823602550023393909;0.13001
2019;1.3.6.1.4.1.9590.100.1.2.161639978611586804939665058733499464368;1.3.6.1.4.1.9590.100.1.2.172558606512510271031518337643851557336;0.049403
2019;1.3.6.1.4.1.9590.100.1.2.204338082212544545223875662481370870496;1.3.6.1.4.1.9590.100.1.2.3923955311409763310616843951388716260;0
2019;1.3.6.1.4.1.9590.100.1.2.247733021912234190634456523622087330297;1.3.6.1.4.1.9590.100.1.2.71182827412903711129531199313325140450;0.18414
2019;1.3.6.1.4.1.9590.100.1.2.276922557811100527510837165180967079774;1.3.6.1.4.1.9590.100.1.2.95060032712278657525281888280720690551;0
2019;1.3.6.1.4.1.9590.100.1.2.279486831112726353639133725841697597445;1.3.6.1.4.1.9590.100.1.2.87631757712850979516687763793252774886;0.017621
2019;1.3.6.1.4.1.9590.100.1.2.290418641612817112318403782490242778884;1.3.6.1.4.1.9590.100.1.2.191693712511170720706763962171983023475;0.025302
2019;1.3.6.1.4.1.9590.100.1.2.316581925613086333820700409602256127676;1.3.6.1.4.1.9590.100.1.2.26137939111771199318693523600307215882;0
