año;fluencia medida;fluencia calculada;uno menos gamma index
2018;1.3.6.1.4.1.9590.100.1.2.309015598411441334733657924450444044988;1.3.6.1.4.1.9590.100.1.2.200036821911762879808872629111646399608;21.304
2019;1.3.6.1.4.1.9590.100.1.2.318324413311268784612451283782492749417;1.3.6.1.4.1.9590.100.1.2.142001843510153122106370796882884264806;21.2459
2019;1.3.6.1.4.1.9590.100.1.2.204543495412855493539372281900781668043;1.3.6.1.4.1.9590.100.1.2.240963012712384088233988968064081196876;20.6175
2018;1.3.6.1.4.1.9590.100.1.2.145619715513455722501073565452854614885;1.3.6.1.4.1.9590.100.1.2.224101822113735644028157953334287256282;20.6032
2018;1.3.6.1.4.1.9590.100.1.2.142104328011389285513201839961337930505;1.3.6.1.4.1.9590.100.1.2.404403165012567677927528482693185777437;20.5777
2019;1.3.6.1.4.1.9590.100.1.2.278595669113972568901221372482655413794;1.3.6.1.4.1.9590.100.1.2.399258947411504014820032395551740300875;20.502
2019;1.3.6.1.4.1.9590.100.1.2.130421950610612592101825373942202142506;1.3.6.1.4.1.9590.100.1.2.284383575311302956415197817984064129467;20.3858
2018;1.3.6.1.4.1.9590.100.1.2.219157379311832173104398852440023967106;1.3.6.1.4.1.9590.100.1.2.317223078411146525724544021760190326874;20.2634
2018;1.3.6.1.4.1.9590.100.1.2.340195110113603029203148983620741164226;1.3.6.1.4.1.9590.100.1.2.294899046911231495841677861333172462257;20.1189
2018;1.3.6.1.4.1.9590.100.1.2.124134817911249917842001998241795152608;1.3.6.1.4.1.9590.100.1.2.369084922910114601438514771320937637492;19.9849
2018;1.3.6.1.4.1.9590.100.1.2.317959570411098039633803848994042866280;1.3.6.1.4.1.9590.100.1.2.309890931111029168039139024913376869550;19.9564
2018;1.3.6.1.4.1.9590.100.1.2.186690011811560161140392157580602008852;1.3.6.1.4.1.9590.100.1.2.130090407611086611338482779491502105142;19.8852
2019;1.3.6.1.4.1.9590.100.1.2.125458066410997485140247607360435305349;1.3.6.1.4.1.9590.100.1.2.110997442612969098124922615212939755964;19.6529
2018;1.3.6.1.4.1.9590.100.1.2.401897783711985143914394467032976301827;1.3.6.1.4.1.9590.100.1.2.211884583312989088730455904571120129264;19.5397
2019;1.3.6.1.4.1.9590.100.1.2.138065716310579259005019066041003690709;1.3.6.1.4.1.9590.100.1.2.352804973312614438208057942251835679052;19.4659
2018;1.3.6.1.4.1.9590.100.1.2.318966255011696862540242640800494644697;1.3.6.1.4.1.9590.100.1.2.351543718812408724106104042762197964516;19.4117
2018;1.3.6.1.4.1.9590.100.1.2.100600004112730800327811478031701187720;1.3.6.1.4.1.9590.100.1.2.189230199011877496926971636490587936738;19.2485
2018;1.3.6.1.4.1.9590.100.1.2.284757211212106734010788036212156937248;1.3.6.1.4.1.9590.100.1.2.199204560212473944817960175761016885746;19.2093
2018;1.3.6.1.4.1.9590.100.1.2.19354203913063098939340834852554778318;1.3.6.1.4.1.9590.100.1.2.80732618411753028236777962262677865296;18.9061
2018;1.3.6.1.4.1.9590.100.1.2.251431549011663283533982854760373892151;1.3.6.1.4.1.9590.100.1.2.338248388811036934710726304403350461220;18.8381
2018;1.3.6.1.4.1.9590.100.1.2.349458630612448094916330456860712678427;1.3.6.1.4.1.9590.100.1.2.162668546413654988913367251401367889061;18.8127
2018;1.3.6.1.4.1.9590.100.1.2.298932310710190712137864114081202259265;1.3.6.1.4.1.9590.100.1.2.152207686411978323523614608810252411690;18.7531
2018;1.3.6.1.4.1.9590.100.1.2.207931650713689434934649901160378553807;1.3.6.1.4.1.9590.100.1.2.148410120112200447216033916681640141593;18.7361
2018;1.3.6.1.4.1.9590.100.1.2.325098157510734317921003539830099078593;1.3.6.1.4.1.9590.100.1.2.79577441410754940112518319600900365708;18.6976
2018;1.3.6.1.4.1.9590.100.1.2.329083350913553089635325111472480184496;1.3.6.1.4.1.9590.100.1.2.229825329512914250018407635651419820595;18.587
2018;1.3.6.1.4.1.9590.100.1.2.407468748112529150537878532140159628555;1.3.6.1.4.1.9590.100.1.2.126315812712304194217259800443906516438;18.4802
2019;1.3.6.1.4.1.9590.100.1.2.166791707511931072502322192994103858566;1.3.6.1.4.1.9590.100.1.2.79816725812568305939178674120565470467;18.4345
2018;1.3.6.1.4.1.9590.100.1.2.329271976911685869721461300553387541987;1.3.6.1.4.1.9590.100.1.2.384599982112295152233862156123138044114;18.4095
2018;1.3.6.1.4.1.9590.100.1.2.111860366312326410500778566490670410298;1.3.6.1.4.1.9590.100.1.2.395956428512758611302820888410330098271;18.3933
2018;1.3.6.1.4.1.9590.100.1.2.57023123713578402303692205254005572912;1.3.6.1.4.1.9590.100.1.2.130573084212901642134255046862230317636;18.3741
2018;1.3.6.1.4.1.9590.100.1.2.74548974711700417517102240530293175032;1.3.6.1.4.1.9590.100.1.2.66418508812585744905792255212883951210;18.2655
2019;1.3.6.1.4.1.9590.100.1.2.213789818911943669517669669640291658689;1.3.6.1.4.1.9590.100.1.2.52561540911999622732759704462687667525;18.1976
2019;1.3.6.1.4.1.9590.100.1.2.144020059211865013100404276920900939794;1.3.6.1.4.1.9590.100.1.2.423178470113535727815288006461057855401;18.1975
2019;1.3.6.1.4.1.9590.100.1.2.340848374212511003040346553822299047408;1.3.6.1.4.1.9590.100.1.2.407367328913764839318927917202345834938;17.953
2019;1.3.6.1.4.1.9590.100.1.2.215372100513271464008393022831315705884;1.3.6.1.4.1.9590.100.1.2.10045914813933674400116927273072135625;17.9237
2018;1.3.6.1.4.1.9590.100.1.2.403369311913686366116530180030362624128;1.3.6.1.4.1.9590.100.1.2.62193238812557280413843258123234797758;17.9069
2018;1.3.6.1.4.1.9590.100.1.2.222404342411758410523940640533033616805;1.3.6.1.4.1.9590.100.1.2.366475813312365328929184167852230220604;17.8173
2018;1.3.6.1.4.1.9590.100.1.2.150726611013905399518537770772602954409;1.3.6.1.4.1.9590.100.1.2.168588686710577623008275093800461526823;17.6627
2018;1.3.6.1.4.1.9590.100.1.2.360630806912416885230878419652663350259;1.3.6.1.4.1.9590.100.1.2.32106005211052022701079100573654655493;17.6363
2018;1.3.6.1.4.1.9590.100.1.2.256459581510285283033924251083792216826;1.3.6.1.4.1.9590.100.1.2.281118751311177892510700059370948911983;17.6086
2018;1.3.6.1.4.1.9590.100.1.2.224508729413568675805057220442153837052;1.3.6.1.4.1.9590.100.1.2.293488014412650440414139964593555862813;17.5892
2018;1.3.6.1.4.1.9590.100.1.2.196588270110958371606947910583038378251;1.3.6.1.4.1.9590.100.1.2.189057158912615449804435652140095677365;17.5269
2018;1.3.6.1.4.1.9590.100.1.2.187529763511405646105175366903211692295;1.3.6.1.4.1.9590.100.1.2.132395107612422761305753637510062758914;17.4573
2018;1.3.6.1.4.1.9590.100.1.2.96595031811425295706346092823377067293;1.3.6.1.4.1.9590.100.1.2.403332141813300018428535294930338084208;17.4462
2018;1.3.6.1.4.1.9590.100.1.2.106817258911042639223721199413469975875;1.3.6.1.4.1.9590.100.1.2.295536717512803704927642935232334299160;17.3996
2019;1.3.6.1.4.1.9590.100.1.2.83791194412578055524021272484182782998;1.3.6.1.4.1.9590.100.1.2.406663557811047602825691790341783602436;17.3381
2018;1.3.6.1.4.1.9590.100.1.2.316878134512448430101820043923562728017;1.3.6.1.4.1.9590.100.1.2.321628000612415502305863894150849577400;17.3115
2018;1.3.6.1.4.1.9590.100.1.2.378147271811198481215274336553846439115;1.3.6.1.4.1.9590.100.1.2.307745321611012576124194732972313974361;17.1991
2018;1.3.6.1.4.1.9590.100.1.2.348755200112998512410497084390826335295;1.3.6.1.4.1.9590.100.1.2.86673609710620851535916809132307831440;17.1439
2019;1.3.6.1.4.1.9590.100.1.2.97516305511733194226731660100688233918;1.3.6.1.4.1.9590.100.1.2.337068326911017572024894014980905111568;17.1394
2018;1.3.6.1.4.1.9590.100.1.2.251147891711530706501252809212657088350;1.3.6.1.4.1.9590.100.1.2.367869490613262498303137145762376847739;17.0839
2018;1.3.6.1.4.1.9590.100.1.2.413705333813682695927519730182303000405;1.3.6.1.4.1.9590.100.1.2.268889430313133857504685580072437367967;16.9166
2018;1.3.6.1.4.1.9590.100.1.2.177320047712741687328209040793628539273;1.3.6.1.4.1.9590.100.1.2.224058510811304756100414309310504949120;16.8901
2018;1.3.6.1.4.1.9590.100.1.2.367180825112762925937669421282763292960;1.3.6.1.4.1.9590.100.1.2.250555511611460418132989062770312817606;16.8878
2019;1.3.6.1.4.1.9590.100.1.2.103291078813027775242637628413450553641;1.3.6.1.4.1.9590.100.1.2.101881783111453298834689919044196651089;16.8607
2018;1.3.6.1.4.1.9590.100.1.2.203405589511034968123790368282525530704;1.3.6.1.4.1.9590.100.1.2.209885108112203532908884922010764266607;16.8426
2019;1.3.6.1.4.1.9590.100.1.2.78823262311762158510607397364094214441;1.3.6.1.4.1.9590.100.1.2.202748059010331014912151807151383567784;16.8395
2018;1.3.6.1.4.1.9590.100.1.2.420181533812073919312914382623074245033;1.3.6.1.4.1.9590.100.1.2.417662803011664219114856052854148571302;16.8323
2018;1.3.6.1.4.1.9590.100.1.2.186278837811171290431780143631598893942;1.3.6.1.4.1.9590.100.1.2.243736362511626822608547339963407105069;16.8186
2018;1.3.6.1.4.1.9590.100.1.2.7464847713951129538739242670503419077;1.3.6.1.4.1.9590.100.1.2.119804942112524550401044458491020535968;16.8044
2018;1.3.6.1.4.1.9590.100.1.2.307728865311651240537383425903765662026;1.3.6.1.4.1.9590.100.1.2.221089864711883949932296654292216489010;16.7373
2018;1.3.6.1.4.1.9590.100.1.2.191983257011952533624200910321529654877;1.3.6.1.4.1.9590.100.1.2.328216244012758396004249432532114287611;16.7024
2018;1.3.6.1.4.1.9590.100.1.2.200460998011972876839685052753956353121;1.3.6.1.4.1.9590.100.1.2.406384145011097003828756297353348991456;16.6866
2019;1.3.6.1.4.1.9590.100.1.2.45979700212027860728976579980734529015;1.3.6.1.4.1.9590.100.1.2.164309410512052297500260563303322442473;16.6753
2019;1.3.6.1.4.1.9590.100.1.2.227289537211906146713913253291910582168;1.3.6.1.4.1.9590.100.1.2.219205889311616655214028038772227445160;16.6217
2019;1.3.6.1.4.1.9590.100.1.2.393806609611758194229077188363989523017;1.3.6.1.4.1.9590.100.1.2.170428615111125004833435654883446667041;16.4693
2018;1.3.6.1.4.1.9590.100.1.2.219699304912329741520502918553490120090;1.3.6.1.4.1.9590.100.1.2.125216438311502365606976590550927518360;16.4514
2018;1.3.6.1.4.1.9590.100.1.2.177742433211303088223264070943639150624;1.3.6.1.4.1.9590.100.1.2.370749280312093264412335658652781462290;16.4283
2018;1.3.6.1.4.1.9590.100.1.2.380329109513210902605323408992508712747;1.3.6.1.4.1.9590.100.1.2.109371397911616032700701426053623531604;16.3608
2018;1.3.6.1.4.1.9590.100.1.2.95636290112416030515680520981980892347;1.3.6.1.4.1.9590.100.1.2.230791328712201857241946346811255203161;16.3419
2018;1.3.6.1.4.1.9590.100.1.2.422052308911215750542198926532815407853;1.3.6.1.4.1.9590.100.1.2.349925003112899197323857822031912345568;16.3153
2019;1.3.6.1.4.1.9590.100.1.2.408192818712332463742917905112774366215;1.3.6.1.4.1.9590.100.1.2.158812604612901269800355754613013180437;16.2753
2018;1.3.6.1.4.1.9590.100.1.2.300802606510552010314086603680346923574;1.3.6.1.4.1.9590.100.1.2.271624134513442323718134365514285357172;16.271
2018;1.3.6.1.4.1.9590.100.1.2.189071594911151740612575804541354331607;1.3.6.1.4.1.9590.100.1.2.249032748413058382506750048532215777802;16.2018
2018;1.3.6.1.4.1.9590.100.1.2.41382006910486909204304076002997986514;1.3.6.1.4.1.9590.100.1.2.182559042510342409618447315580200677857;16.1463
2019;1.3.6.1.4.1.9590.100.1.2.43468664612560463317772007793696830836;1.3.6.1.4.1.9590.100.1.2.283872169111303717515281279050898467673;16.0797
2018;1.3.6.1.4.1.9590.100.1.2.104577069911223342928695904374083657684;1.3.6.1.4.1.9590.100.1.2.408399074611371436904642540800432842277;16.0034
2018;1.3.6.1.4.1.9590.100.1.2.190795346410347855000538627951799087919;1.3.6.1.4.1.9590.100.1.2.298422474712685255918644804044256915038;15.9526
2019;1.3.6.1.4.1.9590.100.1.2.52876026110424371618283529463068444871;1.3.6.1.4.1.9590.100.1.2.163361357012601750330319661301114188447;15.8706
2019;1.3.6.1.4.1.9590.100.1.2.417963728113647535816466400533206705632;1.3.6.1.4.1.9590.100.1.2.75081778113666540726032172862274707047;15.7887
2018;1.3.6.1.4.1.9590.100.1.2.164629504811370807632678314472697953632;1.3.6.1.4.1.9590.100.1.2.210444995212519283631561562934021421875;15.7694
2018;1.3.6.1.4.1.9590.100.1.2.112953526612248652734478240151345384166;1.3.6.1.4.1.9590.100.1.2.106988763512469193908465465773161865634;15.6601
2019;1.3.6.1.4.1.9590.100.1.2.119226222812800767429879674041019702912;1.3.6.1.4.1.9590.100.1.2.152474635711213680625144669851663286816;15.629
2018;1.3.6.1.4.1.9590.100.1.2.99966136111160099520821014193506217722;1.3.6.1.4.1.9590.100.1.2.380318778611234201220498041831314386340;15.596
2019;1.3.6.1.4.1.9590.100.1.2.61273970011009656501368029793776769025;1.3.6.1.4.1.9590.100.1.2.232661095611086960319920257473866477270;15.5686
2018;1.3.6.1.4.1.9590.100.1.2.204239762411210322231520723771849131042;1.3.6.1.4.1.9590.100.1.2.161803221711806029438497048351870300006;15.5554
2018;1.3.6.1.4.1.9590.100.1.2.31301918611725327035497345532302237763;1.3.6.1.4.1.9590.100.1.2.417562099111973516617479584453495915407;15.5174
2019;1.3.6.1.4.1.9590.100.1.2.411858453612887482037557196092660136500;1.3.6.1.4.1.9590.100.1.2.216870869712765504626034753471441793817;15.3009
2018;1.3.6.1.4.1.9590.100.1.2.347246564212378742038311812273056878186;1.3.6.1.4.1.9590.100.1.2.92956085011608314915488078673393311145;15.1369
2018;1.3.6.1.4.1.9590.100.1.2.71584813413155375928615952841677889551;1.3.6.1.4.1.9590.100.1.2.340629553210983040519236425440139303357;15.1191
2018;1.3.6.1.4.1.9590.100.1.2.24335707213002783305485733450512543934;1.3.6.1.4.1.9590.100.1.2.367865329811416017807111179680301688291;15.0836
2019;1.3.6.1.4.1.9590.100.1.2.309901431310178432719305304412603042213;1.3.6.1.4.1.9590.100.1.2.347282727512724160630836524963381163827;15.0826
2018;1.3.6.1.4.1.9590.100.1.2.309284471611742108832721030421296907909;1.3.6.1.4.1.9590.100.1.2.105112055512809957327078153171893455945;14.9539
2018;1.3.6.1.4.1.9590.100.1.2.160279692612596012412137194380723352548;1.3.6.1.4.1.9590.100.1.2.24425386611340965526791993703371173550;14.9521
2018;1.3.6.1.4.1.9590.100.1.2.133978549412148910031805060473102547203;1.3.6.1.4.1.9590.100.1.2.361627100311223012503888242230132865075;14.926
2019;1.3.6.1.4.1.9590.100.1.2.276938905712115362115711026152322272759;1.3.6.1.4.1.9590.100.1.2.30432565512166232332397042522801501267;14.9055
2018;1.3.6.1.4.1.9590.100.1.2.340049891710418870304373569773573898156;1.3.6.1.4.1.9590.100.1.2.232285394912677397804825970412685065321;14.8669
2018;1.3.6.1.4.1.9590.100.1.2.289024995511057897528083229552638049954;1.3.6.1.4.1.9590.100.1.2.248368534712850029605090459100658296538;14.8045
2018;1.3.6.1.4.1.9590.100.1.2.126155447213859870901761389273626179285;1.3.6.1.4.1.9590.100.1.2.70610054311668191816717915124229905860;14.8026
2018;1.3.6.1.4.1.9590.100.1.2.415179381411556033121290789211491974361;1.3.6.1.4.1.9590.100.1.2.29022544710610329309967955313693210864;14.7319
2018;1.3.6.1.4.1.9590.100.1.2.310999099413237581637825959733816060069;1.3.6.1.4.1.9590.100.1.2.202938723911462678720637116572318074551;14.6874
2018;1.3.6.1.4.1.9590.100.1.2.57215182213233015924006429692099409372;1.3.6.1.4.1.9590.100.1.2.378578415012376983331146881793013243993;14.6125
2018;1.3.6.1.4.1.9590.100.1.2.46653493210566899526695845560836395655;1.3.6.1.4.1.9590.100.1.2.332255545210285574617740701820069278174;14.5996
2018;1.3.6.1.4.1.9590.100.1.2.154710580410929915730880080862520464118;1.3.6.1.4.1.9590.100.1.2.270835300111289842008339342130515393384;14.5711
2019;1.3.6.1.4.1.9590.100.1.2.15589162512607789629076087590618996403;1.3.6.1.4.1.9590.100.1.2.298149667811581791609018989044152142782;14.5702
2018;1.3.6.1.4.1.9590.100.1.2.174914213212353908100881962713418954010;1.3.6.1.4.1.9590.100.1.2.18667192910850296631989047141109667749;14.5345
2018;1.3.6.1.4.1.9590.100.1.2.313354385412436366125832008961538159729;1.3.6.1.4.1.9590.100.1.2.177311463812275775140567543424138504632;14.5051
2019;1.3.6.1.4.1.9590.100.1.2.387247442711943642320424334503368257659;1.3.6.1.4.1.9590.100.1.2.22603515712434917808939293911665151451;14.4465
2018;1.3.6.1.4.1.9590.100.1.2.241500177612616590805285925283110363411;1.3.6.1.4.1.9590.100.1.2.4661838511352186120821935851527632414;14.442
2018;1.3.6.1.4.1.9590.100.1.2.61550042011716442101854040711053746067;1.3.6.1.4.1.9590.100.1.2.23082596612301722325493083452390652643;14.4226
2018;1.3.6.1.4.1.9590.100.1.2.428232775011513380629091780471181414862;1.3.6.1.4.1.9590.100.1.2.234504175811717404710837054734168858372;14.3974
2018;1.3.6.1.4.1.9590.100.1.2.154946349210496575309071274392123263670;1.3.6.1.4.1.9590.100.1.2.90572892011320362919203954034022032115;14.3916
2018;1.3.6.1.4.1.9590.100.1.2.161284555211632649541674627991957715712;1.3.6.1.4.1.9590.100.1.2.400580815412497857321958775333531201392;14.3154
2018;1.3.6.1.4.1.9590.100.1.2.64403105911435778802978717510989782494;1.3.6.1.4.1.9590.100.1.2.392588483013403495114392828603879068716;14.2543
2018;1.3.6.1.4.1.9590.100.1.2.275485061712734144426362502912295988915;1.3.6.1.4.1.9590.100.1.2.11031232811504417833148914061436389332;14.2104
2019;1.3.6.1.4.1.9590.100.1.2.358288800511169356114754456873256953323;1.3.6.1.4.1.9590.100.1.2.300362918611136900123033942391026521244;14.1842
2018;1.3.6.1.4.1.9590.100.1.2.254216004111110931720096278143753404800;1.3.6.1.4.1.9590.100.1.2.40606165512758880240826676711281427987;14.1745
2018;1.3.6.1.4.1.9590.100.1.2.32973024111355252714794075023835422733;1.3.6.1.4.1.9590.100.1.2.144522670811386572831417164033234766967;14.1227
2019;1.3.6.1.4.1.9590.100.1.2.153099891012829163925008470303275662153;1.3.6.1.4.1.9590.100.1.2.93746244812329913913194165110360293684;14.1181
2018;1.3.6.1.4.1.9590.100.1.2.423804177012102604922668760371597697502;1.3.6.1.4.1.9590.100.1.2.140351671813469760430539503680490345554;14.0959
2019;1.3.6.1.4.1.9590.100.1.2.139941496811164168816895645642798685594;1.3.6.1.4.1.9590.100.1.2.389964648211982502008217230461824037645;14.0198
2018;1.3.6.1.4.1.9590.100.1.2.92058077711321289416909740822276510609;1.3.6.1.4.1.9590.100.1.2.230987313811740466331732778520582343453;13.9731
2018;1.3.6.1.4.1.9590.100.1.2.4417962111294038217651252492895147320;1.3.6.1.4.1.9590.100.1.2.135877634513292573733690088193299762786;13.9127
2019;1.3.6.1.4.1.9590.100.1.2.256760524412390563910148770632337212068;1.3.6.1.4.1.9590.100.1.2.415905246211145166842869899993427674080;13.8989
2019;1.3.6.1.4.1.9590.100.1.2.267380826812323670342474761593080320951;1.3.6.1.4.1.9590.100.1.2.204572251311539424224625813952409633862;13.8355
2018;1.3.6.1.4.1.9590.100.1.2.242745245712156360537637042201747088345;1.3.6.1.4.1.9590.100.1.2.85447440911421794921983179813997905857;13.8162
2019;1.3.6.1.4.1.9590.100.1.2.165807540913910076812512697720145121712;1.3.6.1.4.1.9590.100.1.2.138454368010111918324599292381920698876;13.8026
2018;1.3.6.1.4.1.9590.100.1.2.157837483311303665506467590782559919542;1.3.6.1.4.1.9590.100.1.2.306625479910194806141317909941128455713;13.7436
2018;1.3.6.1.4.1.9590.100.1.2.84804656311554443817103205173544364519;1.3.6.1.4.1.9590.100.1.2.388378109912105626816000301161109064694;13.6785
2018;1.3.6.1.4.1.9590.100.1.2.133220931411818760417561125223178784907;1.3.6.1.4.1.9590.100.1.2.175323553812293077531974869801002298482;13.6509
2018;1.3.6.1.4.1.9590.100.1.2.146865939412891430602941039882199224365;1.3.6.1.4.1.9590.100.1.2.164477369212378210201829684911136786352;13.6495
2018;1.3.6.1.4.1.9590.100.1.2.235435709011612228023549861391690739243;1.3.6.1.4.1.9590.100.1.2.271359574311806366026620314970211408728;13.6318
2018;1.3.6.1.4.1.9590.100.1.2.87096908913636456305869559611420607837;1.3.6.1.4.1.9590.100.1.2.359443373213803723816963281194079702389;13.5634
2019;1.3.6.1.4.1.9590.100.1.2.292633849911590466037532253834100945515;1.3.6.1.4.1.9590.100.1.2.161211682311968042306424306463095098802;13.5571
2018;1.3.6.1.4.1.9590.100.1.2.371387363811839546240498717491439318623;1.3.6.1.4.1.9590.100.1.2.234548652012077241322402564021152373636;13.551
2018;1.3.6.1.4.1.9590.100.1.2.133755246512950195726005183351229537783;1.3.6.1.4.1.9590.100.1.2.308619058412362270533505821532444230268;13.5249
2018;1.3.6.1.4.1.9590.100.1.2.45948388513390218730873757940623988741;1.3.6.1.4.1.9590.100.1.2.177337701811108811601982012773711575338;13.5211
2018;1.3.6.1.4.1.9590.100.1.2.332779839212574110506356620130241285101;1.3.6.1.4.1.9590.100.1.2.44270539711794859927879719740121758268;13.4408
2019;1.3.6.1.4.1.9590.100.1.2.343371543212455323432090062282571118379;1.3.6.1.4.1.9590.100.1.2.104785474612984763429153701520431164411;13.4341
2018;1.3.6.1.4.1.9590.100.1.2.271983821412910055518600997150266910929;1.3.6.1.4.1.9590.100.1.2.160409602110309692427944759491773417222;13.3724
2019;1.3.6.1.4.1.9590.100.1.2.269782743311546885322667698183249670203;1.3.6.1.4.1.9590.100.1.2.369768078411965537929240723212547400510;13.3482
2018;1.3.6.1.4.1.9590.100.1.2.333909277112851266638620046241813237589;1.3.6.1.4.1.9590.100.1.2.179996206212219067617944390760411908260;13.3426
