año;fluencia medida;fluencia calculada;uno menos gamma index
2017;1.3.6.1.4.1.9590.100.1.2.32639273610969440625058039060177598890;1.3.6.1.4.1.9590.100.1.2.215154249812762745900210113480355181699;24.1648
2017;1.3.6.1.4.1.9590.100.1.2.152770474613407248839105143580219502521;1.3.6.1.4.1.9590.100.1.2.323300711812069595523511589320811092654;24.1001
2017;1.3.6.1.4.1.9590.100.1.2.41251157712911057540744093810857262862;1.3.6.1.4.1.9590.100.1.2.416170821113456993519232191293830059931;23.9779
2017;1.3.6.1.4.1.9590.100.1.2.250245652211262162942598478190106525456;1.3.6.1.4.1.9590.100.1.2.365882793312307586817894606510928693912;23.7897
2017;1.3.6.1.4.1.9590.100.1.2.294652789210477147010687883702256103528;1.3.6.1.4.1.9590.100.1.2.241028837211921408637971104600116969903;23.6869
2017;1.3.6.1.4.1.9590.100.1.2.100502928812033333939612903740085610471;1.3.6.1.4.1.9590.100.1.2.402941490710900985320560715581279095022;23.6692
2017;1.3.6.1.4.1.9590.100.1.2.378262596511758566704660148951048625300;1.3.6.1.4.1.9590.100.1.2.3847983713392517321236653331275049423;23.5601
2017;1.3.6.1.4.1.9590.100.1.2.360531665613792872427747938942150663317;1.3.6.1.4.1.9590.100.1.2.368044667513516396909038982490093629373;23.5301
2017;1.3.6.1.4.1.9590.100.1.2.240069195313137261336852107950286753009;1.3.6.1.4.1.9590.100.1.2.300244188312034438336687413020773450678;23.5063
2017;1.3.6.1.4.1.9590.100.1.2.128600572911314140008879830111358130483;1.3.6.1.4.1.9590.100.1.2.125219175611724312921981566940266602256;23.4718
2017;1.3.6.1.4.1.9590.100.1.2.188396184513029900602468632480523610375;1.3.6.1.4.1.9590.100.1.2.316924634911361458331724082010855230784;23.2127
2017;1.3.6.1.4.1.9590.100.1.2.86993797112451845901172704632139393044;1.3.6.1.4.1.9590.100.1.2.305846111367875307513074340631215681;22.8363
2017;1.3.6.1.4.1.9590.100.1.2.286544223311308237104989484803148076924;1.3.6.1.4.1.9590.100.1.2.389889432613721199204359822603379394595;22.795
2017;1.3.6.1.4.1.9590.100.1.2.114450360111289109714332947524119764170;1.3.6.1.4.1.9590.100.1.2.40155768011008451425807707412648173692;22.6756
2017;1.3.6.1.4.1.9590.100.1.2.337464565012127378838288966852367596180;1.3.6.1.4.1.9590.100.1.2.342261558813290848315352887172630099907;22.5871
2017;1.3.6.1.4.1.9590.100.1.2.248856915412416224217235757363817132572;1.3.6.1.4.1.9590.100.1.2.214598672911000352041064503192745139274;22.5408
2017;1.3.6.1.4.1.9590.100.1.2.215354615412059494139287801682270323691;1.3.6.1.4.1.9590.100.1.2.111300579511041492326349039610012810416;22.5333
2017;1.3.6.1.4.1.9590.100.1.2.169722533511719679927097478862469449300;1.3.6.1.4.1.9590.100.1.2.111052863212448408616543261823792184732;22.5229
2017;1.3.6.1.4.1.9590.100.1.2.307034443111909879014193256121306619926;1.3.6.1.4.1.9590.100.1.2.373882165012390594939943182691464403518;22.4457
2017;1.3.6.1.4.1.9590.100.1.2.321711528911109725516681050973773865946;1.3.6.1.4.1.9590.100.1.2.226068639611461311936131742041282603556;22.3364
2017;1.3.6.1.4.1.9590.100.1.2.55084132611309419216677101342390839631;1.3.6.1.4.1.9590.100.1.2.259774131911402860320290541362456648750;22.2462
2017;1.3.6.1.4.1.9590.100.1.2.91682800111385938814679522564016951857;1.3.6.1.4.1.9590.100.1.2.43335827212686988711720444631030328404;22.059
2017;1.3.6.1.4.1.9590.100.1.2.397827033211666169527623594773246486414;1.3.6.1.4.1.9590.100.1.2.207171760010779076140586745994249800530;22.034
2017;1.3.6.1.4.1.9590.100.1.2.215815969410926327936123104161772247358;1.3.6.1.4.1.9590.100.1.2.267341323312958725802637577550243342368;22.0333
2017;1.3.6.1.4.1.9590.100.1.2.20137594411951517401012615020169146726;1.3.6.1.4.1.9590.100.1.2.356813358112504901533587537242787464292;21.7845
2017;1.3.6.1.4.1.9590.100.1.2.145880996611578432721906300171929701711;1.3.6.1.4.1.9590.100.1.2.418590760011137629616440995080868462185;21.6506
2017;1.3.6.1.4.1.9590.100.1.2.58492218411672001034236310362091205970;1.3.6.1.4.1.9590.100.1.2.425053198912303122931377993570144708408;21.5944
2017;1.3.6.1.4.1.9590.100.1.2.105437113111458493423342688101544664775;1.3.6.1.4.1.9590.100.1.2.423849554111455753800403879982611212286;21.4096
2017;1.3.6.1.4.1.9590.100.1.2.271679028412091948337537038513209359364;1.3.6.1.4.1.9590.100.1.2.15417206313306630611163230013389634855;21.4028
2017;1.3.6.1.4.1.9590.100.1.2.318700006711444528125580425144096004499;1.3.6.1.4.1.9590.100.1.2.71880188211901146914602604870320027339;21.3158
2017;1.3.6.1.4.1.9590.100.1.2.100821625312840664535936431751091117939;1.3.6.1.4.1.9590.100.1.2.41581439511166326633207156600685620729;21.3019
2017;1.3.6.1.4.1.9590.100.1.2.397937100810573837522656178220262997749;1.3.6.1.4.1.9590.100.1.2.410725758711628286328202899580012002709;21.2815
2017;1.3.6.1.4.1.9590.100.1.2.70331697312408074103658533620027495288;1.3.6.1.4.1.9590.100.1.2.12898422011081656923999134040245679085;21.1489
2017;1.3.6.1.4.1.9590.100.1.2.324089608912285371522873491523103895332;1.3.6.1.4.1.9590.100.1.2.182227234712434483702153296900952652888;21.0766
2017;1.3.6.1.4.1.9590.100.1.2.302962155211758110307787918421946754792;1.3.6.1.4.1.9590.100.1.2.389176417011940066337361478900162725541;21.003
2017;1.3.6.1.4.1.9590.100.1.2.78430361711353869602439269350950381744;1.3.6.1.4.1.9590.100.1.2.261138836712650389706353770623381363950;20.8234
2017;1.3.6.1.4.1.9590.100.1.2.404794523311838626236049376070505112814;1.3.6.1.4.1.9590.100.1.2.69546075710353180613471092863235982613;20.79
2017;1.3.6.1.4.1.9590.100.1.2.362519187911121495732215883552273225938;1.3.6.1.4.1.9590.100.1.2.59649700512951965723810325952176999390;20.7802
2017;1.3.6.1.4.1.9590.100.1.2.90741700312877152222739224420337028159;1.3.6.1.4.1.9590.100.1.2.198706001512016404432189927724028369163;20.723
2017;1.3.6.1.4.1.9590.100.1.2.365881943212774323011104470033505253136;1.3.6.1.4.1.9590.100.1.2.278300643910684419819005203443454001439;20.6615
2017;1.3.6.1.4.1.9590.100.1.2.11034347911858692900557818132790072839;1.3.6.1.4.1.9590.100.1.2.354883335711994934742722372453149859040;20.5895
2017;1.3.6.1.4.1.9590.100.1.2.395247885112746647137153496650832847815;1.3.6.1.4.1.9590.100.1.2.225757162312921485327595334411274565978;20.5347
2017;1.3.6.1.4.1.9590.100.1.2.171294706412415240637595406490760176849;1.3.6.1.4.1.9590.100.1.2.38264822510664139939319561422772264432;20.4913
2017;1.3.6.1.4.1.9590.100.1.2.386088677911972551323127809581017890218;1.3.6.1.4.1.9590.100.1.2.84274017513497720629551953000219445579;20.3508
2017;1.3.6.1.4.1.9590.100.1.2.133514455413694590536787257900272819480;1.3.6.1.4.1.9590.100.1.2.425923598510791614409767816962628818524;20.2934
2017;1.3.6.1.4.1.9590.100.1.2.10665756711528867513439064811635026185;1.3.6.1.4.1.9590.100.1.2.287768595310419254803199766261142149569;20.2738
2017;1.3.6.1.4.1.9590.100.1.2.377961365312402391539298354492267242230;1.3.6.1.4.1.9590.100.1.2.41440705910269391439634320822951737372;20.1634
2017;1.3.6.1.4.1.9590.100.1.2.300655747612830528403205441674067704698;1.3.6.1.4.1.9590.100.1.2.332740662611589084436048851214207334439;20.1464
2017;1.3.6.1.4.1.9590.100.1.2.182810033411472344025588803881626720519;1.3.6.1.4.1.9590.100.1.2.420376541511603061613803736623588471759;20.0375
2017;1.3.6.1.4.1.9590.100.1.2.180141967512670327417368360271470358188;1.3.6.1.4.1.9590.100.1.2.393686994511007237825053961291766524233;19.9897
2017;1.3.6.1.4.1.9590.100.1.2.74144813012750600023613956143988405151;1.3.6.1.4.1.9590.100.1.2.292447680710755661817694122834198752483;19.8708
2017;1.3.6.1.4.1.9590.100.1.2.346159148613548326537303090362350394948;1.3.6.1.4.1.9590.100.1.2.167212455011724436636540647762148859319;19.8506
2017;1.3.6.1.4.1.9590.100.1.2.252789045911394699411313427382166006392;1.3.6.1.4.1.9590.100.1.2.267133780410328189035929724680362028191;19.8032
2017;1.3.6.1.4.1.9590.100.1.2.204725415912992826203841163703863231714;1.3.6.1.4.1.9590.100.1.2.121505825511657714125417852373624265440;19.7897
2017;1.3.6.1.4.1.9590.100.1.2.33094605312752341412457670620628810608;1.3.6.1.4.1.9590.100.1.2.158203281610392277616483322130018122583;19.6725
2017;1.3.6.1.4.1.9590.100.1.2.263991970412024539314391512832399058084;1.3.6.1.4.1.9590.100.1.2.110604433712594265714427549670717866463;19.6596
2017;1.3.6.1.4.1.9590.100.1.2.173862585510229981826968329541573603208;1.3.6.1.4.1.9590.100.1.2.112971881311634230904651866910796843442;19.6574
2017;1.3.6.1.4.1.9590.100.1.2.60541427311044245734585263793606014868;1.3.6.1.4.1.9590.100.1.2.305775489410985224911637864211699487114;19.6429
2017;1.3.6.1.4.1.9590.100.1.2.408116015511185993302499933623596309816;1.3.6.1.4.1.9590.100.1.2.216355174311201653337314149193720618434;19.5754
2017;1.3.6.1.4.1.9590.100.1.2.237440312811522086042929033563508381112;1.3.6.1.4.1.9590.100.1.2.11336861012378721929165065142475489101;19.55
2017;1.3.6.1.4.1.9590.100.1.2.141133801511824513113094767841004381772;1.3.6.1.4.1.9590.100.1.2.189181889811312673516248155413621692088;19.5294
2017;1.3.6.1.4.1.9590.100.1.2.336538216112375093538787644300834143324;1.3.6.1.4.1.9590.100.1.2.271403245010286891338388530362639973633;19.4707
2017;1.3.6.1.4.1.9590.100.1.2.108525476813770652341972535383492717624;1.3.6.1.4.1.9590.100.1.2.137150537512566749414194321030353843462;19.4089
2017;1.3.6.1.4.1.9590.100.1.2.293162524912448765910298215972302458829;1.3.6.1.4.1.9590.100.1.2.8528044312799744607737309541729128447;19.3535
2017;1.3.6.1.4.1.9590.100.1.2.374887127612598103000943028782772669309;1.3.6.1.4.1.9590.100.1.2.38965155313389973621407341073029321267;19.3038
2017;1.3.6.1.4.1.9590.100.1.2.240065693011942918714373996811670256175;1.3.6.1.4.1.9590.100.1.2.107350753112674452832009074140218942951;19.2466
2017;1.3.6.1.4.1.9590.100.1.2.148810009112790435102507559884043421447;1.3.6.1.4.1.9590.100.1.2.277296581011841670007379967053040611441;19.2233
2017;1.3.6.1.4.1.9590.100.1.2.20604432611136179819692194983029968151;1.3.6.1.4.1.9590.100.1.2.331006072411824515506202551210333780305;19.1239
2017;1.3.6.1.4.1.9590.100.1.2.35150915511406595817225988040248729003;1.3.6.1.4.1.9590.100.1.2.192530561712055272310197590300746516004;19.0145
2017;1.3.6.1.4.1.9590.100.1.2.213323611913086392218227677991363735844;1.3.6.1.4.1.9590.100.1.2.324321546912226050930484555982094143763;19.0141
2017;1.3.6.1.4.1.9590.100.1.2.129770432011357105442690677100888247341;1.3.6.1.4.1.9590.100.1.2.56617546711385163412590168540099870782;18.9849
2017;1.3.6.1.4.1.9590.100.1.2.218745498013025773831650026264249957867;1.3.6.1.4.1.9590.100.1.2.343138327413172654033511323403707392150;18.9423
2017;1.3.6.1.4.1.9590.100.1.2.71660456712334006040106730850685337585;1.3.6.1.4.1.9590.100.1.2.405095281412197145513184707952619483092;18.9165
2017;1.3.6.1.4.1.9590.100.1.2.191882173211769465808592802653291603739;1.3.6.1.4.1.9590.100.1.2.313972417612717038241412277000195142432;18.8945
2017;1.3.6.1.4.1.9590.100.1.2.420282282813703585500355183513939133012;1.3.6.1.4.1.9590.100.1.2.371969832011460195513054186340673832283;18.8943
2017;1.3.6.1.4.1.9590.100.1.2.80915916212368201633135622970465065705;1.3.6.1.4.1.9590.100.1.2.392974354612178361200745678392651181705;18.8418
2017;1.3.6.1.4.1.9590.100.1.2.291822931512899234815451588140976583427;1.3.6.1.4.1.9590.100.1.2.276297264512358983314239471392047686951;18.5793
2017;1.3.6.1.4.1.9590.100.1.2.93554007612350119838935013584190347830;1.3.6.1.4.1.9590.100.1.2.401135258412187135001191366460195946848;18.4975
2017;1.3.6.1.4.1.9590.100.1.2.410859981012302354501135335710764456863;1.3.6.1.4.1.9590.100.1.2.320171722713466642106313734420968828981;18.48
2017;1.3.6.1.4.1.9590.100.1.2.19926772813992314309822673243156346458;1.3.6.1.4.1.9590.100.1.2.106608136612582192731912554622395752616;18.3973
2017;1.3.6.1.4.1.9590.100.1.2.355222813612541429735786779453585863833;1.3.6.1.4.1.9590.100.1.2.419880757411714257040258392541535860528;18.3944
2017;1.3.6.1.4.1.9590.100.1.2.393182750510582356821425064120763109272;1.3.6.1.4.1.9590.100.1.2.321932299813150758525624447161914704532;18.3732
2017;1.3.6.1.4.1.9590.100.1.2.217405106112148326914875432181614336676;1.3.6.1.4.1.9590.100.1.2.245188846112869885542080511220433671178;18.1597
2017;1.3.6.1.4.1.9590.100.1.2.9086195213681654336037761281613122417;1.3.6.1.4.1.9590.100.1.2.402397025011108314308829487922590011230;18.1404
2017;1.3.6.1.4.1.9590.100.1.2.292654200610727835317744943801365799387;1.3.6.1.4.1.9590.100.1.2.254611930511187700315996934960321504397;18.0791
2017;1.3.6.1.4.1.9590.100.1.2.391754851213744909005320989653870268851;1.3.6.1.4.1.9590.100.1.2.51549851612646709901500947431060119855;17.99
2017;1.3.6.1.4.1.9590.100.1.2.264122711712787346436195501092662115980;1.3.6.1.4.1.9590.100.1.2.60564253613192995917765003730379525060;17.9647
2017;1.3.6.1.4.1.9590.100.1.2.130411118413247924229384552303325730141;1.3.6.1.4.1.9590.100.1.2.265891884212762827125394274582333154517;17.9029
2017;1.3.6.1.4.1.9590.100.1.2.415638046112904200838800426720283201291;1.3.6.1.4.1.9590.100.1.2.99663291212362832307804916652921761840;17.8869
2017;1.3.6.1.4.1.9590.100.1.2.109222963913352672840341984154029392914;1.3.6.1.4.1.9590.100.1.2.210945464511800227833865854881806251808;17.8682
2017;1.3.6.1.4.1.9590.100.1.2.266040678013170954814364973280858261633;1.3.6.1.4.1.9590.100.1.2.150442603911991103238630601330325698313;17.8455
2017;1.3.6.1.4.1.9590.100.1.2.378057333511815216921221477231317957695;1.3.6.1.4.1.9590.100.1.2.290963690413093318342091793201383988806;17.8349
2017;1.3.6.1.4.1.9590.100.1.2.342923539813165652029073926883021553089;1.3.6.1.4.1.9590.100.1.2.420478047912724797505471038981484608488;17.8038
2017;1.3.6.1.4.1.9590.100.1.2.100689746612734171009523401410677556007;1.3.6.1.4.1.9590.100.1.2.388725880712017575215083677731681118217;17.7715
2017;1.3.6.1.4.1.9590.100.1.2.95338526812484643422523125100055587586;1.3.6.1.4.1.9590.100.1.2.362060965710900860832461183003312841060;17.7566
2017;1.3.6.1.4.1.9590.100.1.2.273736252913115544042035928901005397128;1.3.6.1.4.1.9590.100.1.2.314510958312104935806447960430648631182;17.7243
2017;1.3.6.1.4.1.9590.100.1.2.134828056311594563109601020742803528258;1.3.6.1.4.1.9590.100.1.2.296973198012972678912795409132445206262;17.7228
2017;1.3.6.1.4.1.9590.100.1.2.124093549712105112437815863570552306644;1.3.6.1.4.1.9590.100.1.2.356104937712929950440147892782287959171;17.7033
2017;1.3.6.1.4.1.9590.100.1.2.191956306912769188316412819411057371814;1.3.6.1.4.1.9590.100.1.2.252467710011519573702147759672819673081;17.657
2017;1.3.6.1.4.1.9590.100.1.2.86268396210447381716021633891403861631;1.3.6.1.4.1.9590.100.1.2.143674494712637150904709572192841386456;17.6439
2017;1.3.6.1.4.1.9590.100.1.2.203138517412480109519615187533467611268;1.3.6.1.4.1.9590.100.1.2.160191507110991952341401266473941283436;17.6195
2017;1.3.6.1.4.1.9590.100.1.2.129132264111596120827525359393087813392;1.3.6.1.4.1.9590.100.1.2.56383980010668548037895719883177405740;17.5353
2017;1.3.6.1.4.1.9590.100.1.2.288119835611537374317562809951471113166;1.3.6.1.4.1.9590.100.1.2.68129572411585962707017834362209069924;17.4159
2017;1.3.6.1.4.1.9590.100.1.2.42688642313002436828165405833936695085;1.3.6.1.4.1.9590.100.1.2.315832593611993591719161230362330539258;17.3268
2017;1.3.6.1.4.1.9590.100.1.2.193839813212181607233897279174006934509;1.3.6.1.4.1.9590.100.1.2.33727047513025577317067544424153797241;17.1768
2017;1.3.6.1.4.1.9590.100.1.2.209992842911145689613112574783849420584;1.3.6.1.4.1.9590.100.1.2.128769478012313720234145125600156758150;17.1664
2017;1.3.6.1.4.1.9590.100.1.2.328608940711302624205477912552297233205;1.3.6.1.4.1.9590.100.1.2.303531128912759332015620274021522451870;17.1635
2017;1.3.6.1.4.1.9590.100.1.2.281196706413486356504367026513305472565;1.3.6.1.4.1.9590.100.1.2.189470644213470134711171285841325812887;17.0555
2017;1.3.6.1.4.1.9590.100.1.2.228342737313386934835571020074032826997;1.3.6.1.4.1.9590.100.1.2.134393461712729144508239965802637998376;17.0206
2017;1.3.6.1.4.1.9590.100.1.2.19496499312972605921851749653054592329;1.3.6.1.4.1.9590.100.1.2.196298361310333692230776457211965262512;16.9951
2017;1.3.6.1.4.1.9590.100.1.2.65418681212763006730190839190001858903;1.3.6.1.4.1.9590.100.1.2.291690775711576245102308617232027565775;16.9768
2017;1.3.6.1.4.1.9590.100.1.2.192971719713757475308434476812527765006;1.3.6.1.4.1.9590.100.1.2.342404244312102455422421743781366648057;16.9554
2017;1.3.6.1.4.1.9590.100.1.2.40122438811717235518919852834170048000;1.3.6.1.4.1.9590.100.1.2.366796509911749124912166959802483061109;16.9432
2017;1.3.6.1.4.1.9590.100.1.2.281755513812233878420830488361523642415;1.3.6.1.4.1.9590.100.1.2.258807611312471124707387319240207175980;16.8251
2017;1.3.6.1.4.1.9590.100.1.2.425816737013447887035477334214081125195;1.3.6.1.4.1.9590.100.1.2.145053294513218109002778869072141843973;16.816
2017;1.3.6.1.4.1.9590.100.1.2.285686245712250110300007980900941955857;1.3.6.1.4.1.9590.100.1.2.296922042812066711218647919463670132231;16.8003
2017;1.3.6.1.4.1.9590.100.1.2.140671786813258427826322858772155988398;1.3.6.1.4.1.9590.100.1.2.290660795212814362909796163942259421672;16.7812
2017;1.3.6.1.4.1.9590.100.1.2.126640702211305065337469620811622092497;1.3.6.1.4.1.9590.100.1.2.326572575612651416823180110620109571827;16.777
2017;1.3.6.1.4.1.9590.100.1.2.134084661812145927413064603392719049218;1.3.6.1.4.1.9590.100.1.2.122098762310544625512818802183692565775;16.7051
2017;1.3.6.1.4.1.9590.100.1.2.331195901412992719606910660002928684768;1.3.6.1.4.1.9590.100.1.2.306938759711866499314867196330823642511;16.6812
2017;1.3.6.1.4.1.9590.100.1.2.133328541811324819339225819160288021150;1.3.6.1.4.1.9590.100.1.2.396977212380808134554561403388141824;16.6807
2017;1.3.6.1.4.1.9590.100.1.2.34714773013132683713886805923798904626;1.3.6.1.4.1.9590.100.1.2.93392231513616743816423550754265604452;16.6674
2017;1.3.6.1.4.1.9590.100.1.2.41984369213672907310415648091398424784;1.3.6.1.4.1.9590.100.1.2.139404027513347521538185018211958572232;16.6261
2017;1.3.6.1.4.1.9590.100.1.2.393265925313520969715254562731966486891;1.3.6.1.4.1.9590.100.1.2.152180064910934284106562487321409090678;16.6181
2017;1.3.6.1.4.1.9590.100.1.2.340308935912749058526041880743507524417;1.3.6.1.4.1.9590.100.1.2.11650716112307190433673819343438575206;16.6115
2017;1.3.6.1.4.1.9590.100.1.2.292724855211216937023552820860106690601;1.3.6.1.4.1.9590.100.1.2.180674897011486950631798068930029424777;16.605
2017;1.3.6.1.4.1.9590.100.1.2.69974935710494842825576137003444044343;1.3.6.1.4.1.9590.100.1.2.148522744912509217916819237223583071192;16.5839
2017;1.3.6.1.4.1.9590.100.1.2.103040001711887618229482651512698495923;1.3.6.1.4.1.9590.100.1.2.76173771312015190135934117750011137360;16.5441
2017;1.3.6.1.4.1.9590.100.1.2.119561400411081034813128682831601460734;1.3.6.1.4.1.9590.100.1.2.107606058211031504237084164004116961400;16.5408
2017;1.3.6.1.4.1.9590.100.1.2.57636770510811335205945803951702613381;1.3.6.1.4.1.9590.100.1.2.290519688612417574203795549711046414607;16.5076
2017;1.3.6.1.4.1.9590.100.1.2.14153914713313682804631957953154020379;1.3.6.1.4.1.9590.100.1.2.151346712811922564941510823892564081678;16.4965
2017;1.3.6.1.4.1.9590.100.1.2.97745766311941166417893851013432007624;1.3.6.1.4.1.9590.100.1.2.155710161413252637419377025830913090788;16.487
2017;1.3.6.1.4.1.9590.100.1.2.165893064512768507136254716764162647176;1.3.6.1.4.1.9590.100.1.2.288556114111114816519394837780656933060;16.477
2017;1.3.6.1.4.1.9590.100.1.2.161255622312861850110289972743389052122;1.3.6.1.4.1.9590.100.1.2.342210680712128139242401256122607344888;16.4761
2017;1.3.6.1.4.1.9590.100.1.2.353758641511048022722944055530212565485;1.3.6.1.4.1.9590.100.1.2.247731332312995711130112078282108836492;16.429
2017;1.3.6.1.4.1.9590.100.1.2.417100503910337947920304124653049423589;1.3.6.1.4.1.9590.100.1.2.293130496013352277237539017304210123223;16.3925
2017;1.3.6.1.4.1.9590.100.1.2.288607309512563391439521675932496129563;1.3.6.1.4.1.9590.100.1.2.89190150111345935733692389503904628242;16.3677
2017;1.3.6.1.4.1.9590.100.1.2.141781549111783958720182962393386681563;1.3.6.1.4.1.9590.100.1.2.53038769612759585601263993653951955897;16.2648
2017;1.3.6.1.4.1.9590.100.1.2.312059617511228946700345122982662160692;1.3.6.1.4.1.9590.100.1.2.391851947911126321605634341121857374507;16.0906
2017;1.3.6.1.4.1.9590.100.1.2.226275438812615781442680414043441481120;1.3.6.1.4.1.9590.100.1.2.54906377411965586923979892732271594641;15.9058
2017;1.3.6.1.4.1.9590.100.1.2.62895380713448620101839730543976710070;1.3.6.1.4.1.9590.100.1.2.141275171711282216139083083900748333137;15.8996
2017;1.3.6.1.4.1.9590.100.1.2.428476199011055206912554745832033305116;1.3.6.1.4.1.9590.100.1.2.31672297413108349225282513113443786057;15.8777
2017;1.3.6.1.4.1.9590.100.1.2.416216756311632714441137004863641592675;1.3.6.1.4.1.9590.100.1.2.98635942713607784121459987354108470805;15.8655
2017;1.3.6.1.4.1.9590.100.1.2.197450705811726034840866010960893008414;1.3.6.1.4.1.9590.100.1.2.112100774511852247402015592002095098922;15.7987
2017;1.3.6.1.4.1.9590.100.1.2.51708856510784006811761317502753507886;1.3.6.1.4.1.9590.100.1.2.413026936412366497424912997123899479271;15.7825
2017;1.3.6.1.4.1.9590.100.1.2.416519768513016348624896889793017552374;1.3.6.1.4.1.9590.100.1.2.86724624212525446327512654192117510479;15.7629
2017;1.3.6.1.4.1.9590.100.1.2.321093128612408740813702358093299203833;1.3.6.1.4.1.9590.100.1.2.153005407612167652126298781894115994670;15.7406
2017;1.3.6.1.4.1.9590.100.1.2.330860229213252601122181782013793326896;1.3.6.1.4.1.9590.100.1.2.318503623712184940108946269702595084947;15.7398
2017;1.3.6.1.4.1.9590.100.1.2.67899851212507905617304395702391538999;1.3.6.1.4.1.9590.100.1.2.322369677912723441241082298203596719922;15.6992
2017;1.3.6.1.4.1.9590.100.1.2.46014648411396934136602116051673938823;1.3.6.1.4.1.9590.100.1.2.290090640612295792000947833981040110609;15.696
2017;1.3.6.1.4.1.9590.100.1.2.190728265111804177227136764562606607784;1.3.6.1.4.1.9590.100.1.2.159292039011645335720851982160963045180;15.6626
2017;1.3.6.1.4.1.9590.100.1.2.79978494912648030636217573551170344719;1.3.6.1.4.1.9590.100.1.2.393850468310132377332614854491539481754;15.6443
2017;1.3.6.1.4.1.9590.100.1.2.867726012482610042584303573571792944;1.3.6.1.4.1.9590.100.1.2.340137262212851717626073033203502003406;15.562
2017;1.3.6.1.4.1.9590.100.1.2.85611285513204413433141787101561208747;1.3.6.1.4.1.9590.100.1.2.109817253211378501809801867971236392177;15.5277
2017;1.3.6.1.4.1.9590.100.1.2.154759850112808828314487213200654044762;1.3.6.1.4.1.9590.100.1.2.137256710911400562328663369510991154458;15.5004
2017;1.3.6.1.4.1.9590.100.1.2.70955631213119384422793996104120713794;1.3.6.1.4.1.9590.100.1.2.122044467611309836536921903801093185087;15.48
2017;1.3.6.1.4.1.9590.100.1.2.136416067612642378731980699132125336262;1.3.6.1.4.1.9590.100.1.2.349213122611391119635781999522357402494;15.4667
2017;1.3.6.1.4.1.9590.100.1.2.111477314312500408627625476101956334317;1.3.6.1.4.1.9590.100.1.2.214585081010096430425780463533744638894;15.3317
2017;1.3.6.1.4.1.9590.100.1.2.255495919013198499035478729580644088251;1.3.6.1.4.1.9590.100.1.2.385394469413677431638733219170690093845;15.288
2017;1.3.6.1.4.1.9590.100.1.2.341188149712002149313587465331930835364;1.3.6.1.4.1.9590.100.1.2.114684590012643807924261969261245088882;15.2596
2017;1.3.6.1.4.1.9590.100.1.2.82595743312054859105788635511463567359;1.3.6.1.4.1.9590.100.1.2.379020153812395561303496664552285431405;15.1867
2017;1.3.6.1.4.1.9590.100.1.2.266802917811290129325348963013019478132;1.3.6.1.4.1.9590.100.1.2.218940823613634068810760564770410433365;15.1448
2017;1.3.6.1.4.1.9590.100.1.2.176567570510127099733500217891518709786;1.3.6.1.4.1.9590.100.1.2.67693093712984657831954692142742058150;15.0736
